OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier,onset_score,rarity_weight,OMIM,MONDO,ICD-10,DisorderType
404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,Neonatal,Autosomal recessive,1,8,7.0,,18443.0,Q87.8,Malformation syndrome
404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615273.0,800044.0,E77.8,Disease
404443,Tatton-Brown-Rahman syndrome,Neonatal,Autosomal dominant,3,8,7.0,615879.0,14382.0,Q87.3,Malformation syndrome
404448,Helsmoortel-Van der Aa syndrome,"Childhood, Infancy",Unknown,2,7,5.0,615873.0,14379.0,Q87.0,Malformation syndrome
404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615760.0,14335.0,G98,Malformation syndrome
404560,Familial atypical multiple mole melanoma syndrome,All ages,Autosomal dominant,3,4,5.0,606719.0,18453.0,C43.9,Disease
404553,Deficiency of adenosine deaminase 2,"Childhood, Infancy",Autosomal recessive,2,7,7.0,615688.0,14306.0,M30.8,Disease
404546,DITRA,All ages,Autosomal recessive,3,4,7.0,614204.0,13626.0,L40.1,Disease
404521,Spinal muscular atrophy with respiratory distress type 2,Neonatal,Unknown,3,8,7.0,,18450.0,G12.2,Disease
404514,Acquired cystic disease-associated renal cell carcinoma,"Adult, Elderly",,3,3,5.0,,18449.0,C64,Disease
404507,Chondromyxoid fibroma,"Adolescent, Adult, Childhood, Elderly",Not applicable,2,6,7.0,,18447.0,D16.9,Disease
404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,Infancy,Autosomal recessive,2,7,7.0,615705.0,14311.0,G11.1,Disease
404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,"Childhood, Infancy",Autosomal recessive,2,7,7.0,616949.0,14846.0,G11.1,Disease
404481,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome,,Autosomal recessive,3,0,5.0,,18446.0,,Clinical group
404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,Infancy,Not applicable,2,7,7.0,618272.0,18445.0,Q87.3,Malformation syndrome
411527,Central retinal vein occlusion,"Adult, Elderly",Not applicable,3,3,3.0,,2303.0,H34.8,Particular clinical situation in a disease or syndrome
411536,Mild phosphoribosylpyrophosphate synthetase superactivity,"Adolescent, Adult",X-linked recessive,3,5,7.0,300661.0,18463.0,E79.8,Clinical subtype
411543,Severe phosphoribosylpyrophosphate synthetase superactivity,"Childhood, Infancy, Neonatal",X-linked recessive,2,8,7.0,300661.0,18464.0,E79.8,Clinical subtype
411590,Wolfram-like syndrome,Childhood,Autosomal dominant,2,6,5.0,614296.0,13673.0,E34.8,Disease
411593,Insulin autoimmune syndrome,"Adult, Elderly",Not applicable,3,3,7.0,,18465.0,E16.1,Disease
411602,Hereditary late-onset Parkinson disease,"Adult, Elderly",Autosomal dominant,3,3,5.0,614203.0,8199.0,G20,Disease
411629,Infantile nephropathic cystinosis,Infancy,Autosomal recessive,2,7,6.0,219800.0,18467.0,N16.3*,Clinical subtype
411493,Pontocerebellar hypoplasia type 10,Neonatal,Autosomal recessive,1,8,7.0,615803.0,14349.0,Q04.3,Malformation syndrome
411501,Williams-Campbell syndrome,"Adult, Childhood",Not applicable,2,6,5.0,,8888.0,Q33.4,Morphological anomaly
411511,Angelman syndrome due to a point mutation,Infancy,Not applicable,2,7,5.0,105830.0,18461.0,Q93.5,Etiological subtype
411515,Angelman syndrome due to imprinting defect in 15q11-q13,Infancy,Not applicable,2,7,5.0,,18462.0,Q93.5,Etiological subtype
411777,Generalized eruptive keratoacanthoma,"Adult, Elderly",Not applicable,3,3,7.0,,18471.0,L85.8,Disease
411712,Maternal riboflavin deficiency,Adult,Autosomal dominant,3,3,7.0,615026.0,14013.0,P00.4,Disease
411788,Familial isolated trichomegaly,Neonatal,Autosomal recessive,1,8,7.0,190330.0,18472.0,Q84.2,Disease
411986,Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,Infancy,Autosomal recessive,2,7,7.0,615859.0,14371.0,G40.4,Malformation syndrome
412035,13q12.3 microdeletion syndrome,Neonatal,Unknown,3,8,7.0,,18474.0,Q93.5,Malformation syndrome
412022,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,"Adolescent, Childhood",Autosomal recessive,2,6,7.0,601552.0,11106.0,Q87.0,Malformation syndrome
411641,Ocular cystinosis,Adult,Autosomal recessive,3,3,5.0,219750.0,9064.0,E72.0,Clinical subtype
411634,Juvenile nephropathic cystinosis,"Adolescent, Childhood",Autosomal recessive,2,6,7.0,219900.0,9066.0,N16.3*,Clinical subtype
411709,Renal agenesis,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive",1,9,5.0,615721.0,18470.0,Q60.1,Morphological anomaly
411703,Pulmonary non-tuberculous mycobacterial infection,All ages,Not applicable,3,4,4.0,,18469.0,A31.0,Disease
371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,"Childhood, Infancy",Autosomal recessive,2,7,5.0,277950.0,18298.0,M89.5,Disease
371364,Hypotonia-speech impairment-severe cognitive delay syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,5.0,615419.0,14176.0,Q87.8,Disease
391673,Necrotizing enterocolitis,Neonatal,Not applicable,3,8,3.0,,5313.0,P77,Disease
391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,614800.0,13889.0,Q87.1,Malformation syndrome
391723,Mucinous adenocarcinoma of the appendix,"Adult, Elderly",,3,3,5.0,,18330.0,C18.1,Disease
391474,Frontorhiny,Neonatal,Autosomal recessive,1,8,5.0,136760.0,7636.0,Q75.8,Malformation syndrome
391504,Transient neonatal myasthenia gravis,"Antenatal, Neonatal",Not applicable,3,9,5.0,,18326.0,P94.0,Clinical subtype
391497,Juvenile myasthenia gravis,"Adolescent, Childhood, Infancy, Neonatal",Not applicable,2,8,5.0,,18325.0,G70.0,Clinical subtype
391490,Adult-onset myasthenia gravis,Adult,"Multigenic/multifactorial, Not applicable",3,3,4.0,,18324.0,G70.0,Clinical subtype
391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,Infancy,Autosomal dominant,2,7,7.0,614162.0,13599.0,K63.9,Disease
391646,Feingold syndrome type 2,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,614326.0,13691.0,Q87.8,Clinical subtype
391641,Feingold syndrome type 1,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,164280.0,8115.0,Q87.8,Clinical subtype
391665,Homozygous familial hypercholesterolemia,Neonatal,"Autosomal dominant, Autosomal recessive",1,8,6.0,144010.0,18328.0,E78.0,Disease
391655,Off-periods in Parkinson disease not responding to oral treatment,"Adult, Elderly",Not applicable,3,3,4.0,,,G20,Particular clinical situation in a disease or syndrome
391651,Glomus tumor,All ages,,3,4,5.0,,18327.0,D18.0,Disease
391343,Fatal post-viral neurodegenerative disorder,Childhood,Autosomal recessive,2,6,7.0,,18316.0,G04.8,Disease
391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615578.0,14261.0,E88.8,Disease
391351,SURF1-related Charcot-Marie-Tooth disease type 4,Childhood,Autosomal recessive,2,6,7.0,616684.0,14733.0,G60.0,Disease
391366,Growth retardation-mild developmental delay-chronic hepatitis syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,,18317.0,K73.8,Disease
391372,FOXP1 Syndrome,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,613670.0,13352.0,Q87.0,Malformation syndrome
391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615574.0,14258.0,E72.8,Disease
391384,Familial episodic pain syndrome,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,615552.0,18319.0,M79.6,Disease
391389,Familial episodic pain syndrome with predominantly upper body involvement,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,615040.0,14021.0,M79.6,Clinical subtype
391392,Familial episodic pain syndrome with predominantly lower limb involvement,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,615552.0,14247.0,M79.6,Clinical subtype
391397,Hereditary sensory and autonomic neuropathy type 7,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,615548.0,14244.0,G60.8,Disease
391408,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome,"Adolescent, Childhood",Autosomal recessive,2,6,7.0,616817.0,18320.0,Q87.8,Disease
391411,Atypical juvenile parkinsonism,"Adolescent, Adult","Autosomal recessive, Not applicable",3,5,7.0,615530.0,18321.0,G20,Disease
391417,HSD10 disease,"Childhood, Infancy, Neonatal",X-linked dominant,2,8,7.0,300438.0,10327.0,E72.8,Disease
391428,"HSD10 disease, infantile type","Infancy, Neonatal",X-linked dominant,2,8,5.0,300438.0,18322.0,E72.8,Clinical subtype
391457,"HSD10 disease, neonatal type","Infancy, Neonatal",X-linked dominant,2,8,7.0,300438.0,18323.0,E72.8,Clinical subtype
391307,Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615541.0,14238.0,Q87.8,Malformation syndrome
391316,Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,,18314.0,G40.2,Disease
391311,Susceptibility to viral and mycobacterial infections due to STAT1 deficiency,,Autosomal recessive,3,0,5.0,613796.0,13427.0,D84.8,Disease
391327,X-linked calvarial hyperostosis,"Infancy, Neonatal",X-linked recessive,2,8,7.0,302030.0,10541.0,M85.2,Disease
391320,East Texas bleeding disorder,Childhood,Autosomal dominant,2,6,7.0,605913.0,11615.0,D68.2,Etiological subtype
391330,X-linked osteoporosis with fractures,Childhood,X-linked recessive,2,6,7.0,300910.0,18315.0,M80.5,Disease
398063,Refractory celiac disease,All ages,Not applicable,3,4,5.0,,18353.0,K90.0,Disease
398058,Squamous cell carcinoma of the penis,Elderly,,3,1,6.0,,18352.0,C60.1,Disease
398053,Adenocarcinoma of the penis,Elderly,,3,1,7.0,,,C60.0,Disease
398043,Malignant tumor of penis,Elderly,,3,1,6.0,,1325.0,C60,Category
397973,Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,Neonatal,Autosomal recessive,1,8,7.0,606772.0,11722.0,Q87.8,Disease
397968,Charcot-Marie-Tooth disease type 2R,Infancy,Autosomal recessive,2,7,7.0,615490.0,14208.0,G60.0,Disease
397964,Combined immunodeficiency due to MALT1 deficiency,Infancy,Autosomal recessive,2,7,7.0,615468.0,14197.0,D81.8,Disease
397959,TCR-alpha-beta-positive T-cell deficiency,Infancy,Autosomal recessive,2,7,7.0,615387.0,14160.0,D81.8,Disease
397951,Microcephaly-thin corpus callosum-intellectual disability syndrome,Infancy,Autosomal recessive,2,7,7.0,615599.0,14273.0,Q87.8,Disease
397946,Autosomal spastic paraplegia type 58,"Adolescent, Adult, Childhood, Elderly, Infancy","Autosomal dominant, Autosomal recessive",2,7,7.0,611302.0,12651.0,G11.4,Disease
397941,MAN1B1-CDG,"Childhood, Infancy",Autosomal recessive,2,7,7.0,,18349.0,E77.8,Disease
397937,Polyglucosan body myopathy type 1,"Adolescent, Childhood",Autosomal recessive,2,6,7.0,615895.0,14389.0,E74.0,Disease
397933,Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome,"Infancy, Neonatal",X-linked recessive,2,8,7.0,309530.0,18347.0,Q87.8,Disease
397927,Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome,"Antenatal, Neonatal",Autosomal recessive,1,9,7.0,615709.0,14314.0,Q87.5,Malformation syndrome
397922,Ferro-cerebro-cutaneous syndrome,Infancy,X-linked recessive,2,7,7.0,301072.0,18346.0,G31.8,Disease
397787,Combined immunodeficiency due to IKBKB deficiency,Infancy,Autosomal recessive,2,7,7.0,615592.0,14267.0,D81.8,Disease
397755,Periodic paralysis with transient compartment-like syndrome,All ages,Autosomal dominant,3,4,7.0,,18344.0,G72.3,Disease
397758,Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies,Adult,Autosomal dominant,3,3,7.0,616079.0,14483.0,H35.5,Disease
397744,MYH14-related peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,Childhood,Autosomal dominant,2,6,7.0,614369.0,13711.0,G60.0,Disease
397750,Periodic paralysis with later-onset distal motor neuropathy,"Adolescent, Adult",Mitochondrial inheritance,3,5,7.0,500010.0,18343.0,G72.3,Disease
397725,COASY protein-associated neurodegeneration,Childhood,Autosomal recessive,2,6,7.0,615643.0,14290.0,G23.0,Disease
397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,Adult,Autosomal dominant,3,3,7.0,616280.0,14566.0,G60.0,Disease
397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,Infancy,Autosomal recessive,2,7,7.0,616354.0,14601.0,Q87.8,Malformation syndrome
397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,Neonatal,Autosomal recessive,1,8,7.0,616546.0,18342.0,Q04.3,Malformation syndrome
397692,Hereditary isolated aplastic anemia,Childhood,"Autosomal dominant, Autosomal recessive",2,6,5.0,616553.0,18340.0,D61.0,Disease
397623,Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,Neonatal,Autosomal recessive,1,8,7.0,602471.0,11227.0,Q87.1,Malformation syndrome
397685,Familial hyperprolactinemia,Adult,Autosomal dominant,3,3,5.0,615555.0,14250.0,E22.1,Disease
397615,Obesity due to CEP19 deficiency,Childhood,Autosomal recessive,2,6,7.0,615703.0,14309.0,E66.8,Etiological subtype
397618,Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome,Neonatal,Autosomal recessive,1,8,7.0,609218.0,12216.0,Q15.8,Disease
397596,Activated PI3K-delta syndrome,"Adult, Childhood, Infancy",Autosomal dominant,2,7,5.0,616005.0,18338.0,D81.8,Clinical group
397593,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,Neonatal,Autosomal recessive,1,8,7.0,615595.0,18337.0,E88.8,Disease
397612,Macrocephaly-developmental delay syndrome,Neonatal,Autosomal recessive,1,8,7.0,615637.0,14289.0,Q75.3,Malformation syndrome
397606,PrP systemic amyloidosis,Adult,Autosomal dominant,3,3,7.0,,18339.0,E85.8,Disease
397590,Silver-Russell syndrome due to a point mutation,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,616489.0,,Q87.1,Etiological subtype
397587,Deep dermatophytosis,"Adult, Childhood",Not applicable,2,6,5.0,,21660.0,B35.8,Disease
394532,"Multiple acyl-CoA dehydrogenase deficiency, mild type",,Autosomal recessive,3,0,5.0,255100.0,18333.0,E71.3,Clinical subtype
394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type","Infancy, Neonatal",Autosomal recessive,1,8,5.0,255100.0,18332.0,E71.3,Clinical subtype
399808,Male infertility with teratozoospermia due to single gene mutation,"Adolescent, Adult",,3,5,5.0,615413.0,18394.0,N46,Disease
399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,"Adolescent, Adult","Autosomal dominant, Autosomal recessive, X-linked recessive",3,5,5.0,618086.0,18393.0,N46,Disease
399329,Epiphysiolysis of the hip,"Adolescent, Childhood",,2,6,5.0,,18382.0,M93.9,Disease
399180,Secondary non-traumatic avascular necrosis,Adult,Not applicable,3,3,5.0,,18376.0,M87.3,Disease
399058,Alpha-B crystallin-related late-onset myopathy,Adult,Autosomal dominant,3,3,7.0,608810.0,12130.0,G71.0,Disease
398987,Malignant teratoma of ovary,"Adolescent, Adult, Childhood, Infancy",Unknown,2,7,7.0,,18369.0,C56,Disease
399086,HNRNPA1-related adult-onset distal myopathy,Adult,,3,3,7.0,610099.0,12410.0,G71.0,Disease
399081,KLHL9-related early-onset distal myopathy,"Adolescent, Childhood",Autosomal dominant,2,6,7.0,,18370.0,G71.0,Disease
399103,Autosomal recessive distal nebulin myopathy,"Adolescent, Adult, Childhood, Infancy",Autosomal recessive,2,7,7.0,256030.0,18371.0,G71.0,Disease
399096,Distal anoctaminopathy,"Adolescent, Adult",Autosomal recessive,3,5,7.0,613319.0,13222.0,G71.0,Disease
398934,Malignant epithelial tumor of ovary,Adult,,3,3,4.0,,18364.0,,Category
398961,Mucinous adenocarcinoma of ovary,Adult,,3,3,6.0,,5601.0,C56,Disease
398940,Malignant non-epithelial tumor of ovary,Adult,,3,3,6.0,,18365.0,,Category
398971,Clear cell adenocarcinoma of the ovary,Adult,,3,3,6.0,,6045.0,C56,Disease
398124,Neonatal lupus erythematosus,Neonatal,Not applicable,3,8,6.0,,18360.0,M32.8,Disease
398127,Neonatal scleroderma,Neonatal,,3,8,7.0,,18361.0,P83.8,Disease
398147,Persistent idiopathic facial pain,Adult,,3,3,5.0,,18362.0,G50.1,Disease
398156,Oculoauriculofrontonasal syndrome,Neonatal,Unknown,3,8,7.0,601452.0,11082.0,Q87.0,Malformation syndrome
398166,Focal facial dermal dysplasia,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive",1,9,7.0,614974.0,18363.0,Q82.8,Malformation syndrome
398173,Focal facial dermal dysplasia type II,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,614973.0,13996.0,Q82.8,Clinical subtype
398189,Focal facial dermal dysplasia type IV,"Antenatal, Neonatal",Autosomal recessive,1,9,7.0,614974.0,13997.0,Q82.8,Clinical subtype
398069,Schaaf-Yang syndrome,"Antenatal, Neonatal",Not applicable,3,9,7.0,615547.0,14243.0,Q87.1,Disease
398073,Prader-Willi-like syndrome,Neonatal,,3,8,5.0,,18354.0,,Clinical group
398079,SIM1-related Prader-Willi-like syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant,2,9,7.0,,18355.0,Q87.1,Disease
398088,Hereditary cryohydrocytosis with normal stomatin,Neonatal,Autosomal dominant,3,8,7.0,185020.0,8494.0,D58.8,Disease
398091,Secondary neonatal autoimmune disease,Neonatal,,3,8,5.0,,18356.0,,Category
398097,Neonatal antiphospholipid syndrome,Neonatal,,3,8,7.0,,18357.0,D68.6,Disease
398109,Neonatal autoimmune hemolytic anemia,Neonatal,,3,8,7.0,,18358.0,D59.1,Disease
398117,Neonatal dermatomyositis,Neonatal,,3,8,7.0,,18359.0,M33.1,Disease
435628,Keppen-Lubinsky syndrome,Neonatal,"Autosomal dominant, Not applicable",3,8,7.0,614098.0,13572.0,E88.1,Malformation syndrome
435743,Congenital urachal anomaly,"Antenatal, Neonatal",,3,9,5.0,,18565.0,,Category
435660,LIPE-related familial partial lipodystrophy,Adult,Autosomal recessive,3,3,7.0,615980.0,14431.0,E88.1,Disease
435651,CIDEC-related familial partial lipodystrophy,Adolescent,Autosomal recessive,3,5,7.0,615238.0,14098.0,E88.1,Disease
435638,3p25.3 microdeletion syndrome,"Infancy, Neonatal",Not applicable,2,8,7.0,,18564.0,Q93.5,Malformation syndrome
435804,Short stature-advanced bone age-early-onset osteoarthritis syndrome,"Adolescent, Childhood",Autosomal dominant,2,6,7.0,165800.0,18566.0,M89.8,Disease
435845,Lethal neonatal spasticity-epileptic encephalopathy syndrome,Neonatal,Autosomal recessive,1,8,7.0,614498.0,13784.0,G40.4,Malformation syndrome
435930,Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,Neonatal,Autosomal recessive,1,8,7.0,212550.0,8927.0,Q14.8,Disease
435819,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,Adult,Autosomal dominant,3,3,7.0,,18567.0,G60.0,Disease
435953,Progeroid features-hepatocellular carcinoma predisposition syndrome,"Adolescent, Childhood",Autosomal recessive,2,6,7.0,616200.0,14527.0,C22.0,Disease
435988,Chronic atrial and intestinal dysrhythmia syndrome,"Adolescent, Adult, Childhood",Autosomal recessive,2,6,7.0,616201.0,14528.0,K59.8,Disease
435934,COG2-CDG,Infancy,Autosomal recessive,2,7,7.0,617395.0,54559.0,E77.8,Disease
435938,X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,"Antenatal, Neonatal",X-linked recessive,3,9,7.0,300998.0,18569.0,Q87.8,Malformation syndrome
436141,HIDEA syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,618493.0,18572.0,Q87.8,Malformation syndrome
436144,Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,,18573.0,Q87.1,Disease
435998,Autosomal recessive intermediate Charcot-Marie-Tooth disease type D,Childhood,Autosomal recessive,2,6,7.0,616039.0,14467.0,G60.0,Disease
436003,Contractures-developmental delay-Pierre Robin syndrome,"Antenatal, Neonatal",Unknown,3,9,7.0,,18571.0,Q87.0,Malformation syndrome
436159,Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,"Adolescent, Adult, Childhood",Autosomal dominant,2,6,7.0,616100.0,14493.0,D84.8,Disease
436169,Thrombomodulin-related bleeding disorder,All ages,Autosomal dominant,3,4,7.0,614486.0,13775.0,D68.3,Disease
436166,Periodic fever-infantile enterocolitis-autoinflammatory syndrome,Neonatal,Autosomal dominant,3,8,7.0,616050.0,14472.0,E85.0,Disease
436182,Microcephalic primordial dwarfism-insulin resistance syndrome,"Childhood, Infancy, Neonatal",Autosomal recessive,1,8,7.0,616541.0,18575.0,Q87.1,Malformation syndrome
436174,Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,"Childhood, Infancy",Autosomal recessive,2,7,7.0,616007.0,14455.0,E88.8,Disease
436245,Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,Childhood,Autosomal recessive,2,6,7.0,616108.0,14495.0,Q87.8,Disease
436242,Hereditary atrial tachyarrhythmia-infra-Hisian cardiac conduction disease,Adult,Autosomal dominant,3,3,7.0,616117.0,,I45.8,Disease
436271,Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy,Childhood,Autosomal recessive,2,6,5.0,619061.0,18576.0,G93.4,Disease
436252,Combined immunodeficiency-multiple intestinal atresia,Neonatal,Autosomal recessive,1,8,5.0,619708.0,800030.0,Q82.8,Disease
436274,Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,"Adolescent, Adult, Childhood",Autosomal recessive,2,6,7.0,,18577.0,Q82.8,Disease
437552,Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,"Childhood, Infancy, Neonatal",Autosomal recessive,1,8,7.0,615707.0,14313.0,D84.8,Disease
438178,Fatty acyl-CoA reductase 1 deficiency,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,616154.0,14510.0,E71.3,Disease
438159,STAT3-related early-onset multisystem autoimmune disease,"Childhood, Infancy",Autosomal dominant,2,7,7.0,615952.0,14414.0,M35.8,Disease
438134,PCNA-related progressive neurodegenerative photosensitivity syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615919.0,14399.0,G11.3,Disease
438117,Steel syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,615155.0,14061.0,Q87.5,Disease
438114,RARS-related autosomal recessive hypomyelinating leukodystrophy,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,616140.0,14506.0,E75.2,Disease
438075,Ketoacidosis due to monocarboxylate transporter-1 deficiency,"Childhood, Infancy","Autosomal dominant, Autosomal recessive",2,7,7.0,616095.0,14490.0,E88.8,Disease
438279,Human infection by orthopoxvirus,All ages,Not applicable,3,4,7.0,,18583.0,B08.0,Disease
438274,GCGR-related hyperglucagonemia,Adult,Autosomal recessive,3,3,7.0,619290.0,18582.0,E16.3,Disease
438266,Progressive encephalomyelitis with rigidity and myoclonus,"Adult, Infancy",Not applicable,2,7,5.0,184850.0,18581.0,G04.8,Clinical subtype
438216,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,"Infancy, Neonatal","Autosomal dominant, Not applicable",2,8,7.0,616158.0,14512.0,G40.4,Etiological subtype
438213,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,"Infancy, Neonatal","Autosomal dominant, Not applicable, Unknown",2,8,7.0,616158.0,18580.0,G40.4,Disease
438207,Severe autosomal recessive macrothrombocytopenia,Infancy,Autosomal recessive,2,7,7.0,616176.0,14518.0,D69.1,Disease
439224,ALECT2 amyloidosis,,Not applicable,3,0,5.0,,18588.0,E85.8,Disease
439232,AApoAIV amyloidosis,Adult,Not applicable,3,3,7.0,,18589.0,E85.8,Disease
439212,Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,614399.0,13731.0,G71.2,Disease
439218,KCNQ2-related developmental and epileptic encephalopathy,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,613720.0,13387.0,G40.4,Disease
439196,Zinc-responsive necrolytic acral erythema,All ages,Not applicable,3,4,5.0,,18586.0,L53.8,Particular clinical situation in a disease or syndrome
439202,Non-recovering obstetric brachial plexus lesion,,Not applicable,3,0,5.0,,18587.0,P14.3,Disease
439167,Placental insufficiency,Adult,Not applicable,3,3,3.0,,5919.0,P02.2,Clinical syndrome
439175,Pediatric arterial ischemic stroke,"Adolescent, Childhood, Infancy, Neonatal",Not applicable,2,8,5.0,,18585.0,I63.5,Clinical syndrome
439762,Systemic polyarteritis nodosa,,Not applicable,3,0,5.0,,18596.0,M30.0,Clinical subtype
439822,PDE4D haploinsufficiency syndrome,"Infancy, Neonatal",Unknown,2,8,7.0,615668.0,14298.0,Q87.8,Malformation syndrome
439746,Secondary polyarteritis nodosa,,Not applicable,3,0,5.0,,18594.0,M30.8,Clinical subtype
439755,Single-organ polyarteritis nodosa,,Not applicable,3,0,5.0,,18595.0,M30.0,Clinical subtype
439729,Cutaneous polyarteritis nodosa,,Not applicable,3,0,5.0,,18592.0,M30.0,Clinical subtype
439737,Primary polyarteritis nodosa,,Not applicable,3,0,5.0,,18593.0,M30.0,Clinical subtype
439246,ABeta2M amyloidosis,Adult,,3,3,5.0,,18590.0,,Clinical group
439254,ITM2B amyloidosis,Adult,Autosomal dominant,3,3,7.0,176500.0,18591.0,I68.0*,Disease
440221,Congenital oculomotor nerve palsy,Neonatal,Not applicable,3,8,5.0,,18599.0,Q07.8,Disease
440233,Congenital abducens nerve palsy,Neonatal,Not applicable,3,8,5.0,,18600.0,Q07.8,Disease
439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,"Antenatal, Neonatal",Not applicable,3,9,7.0,261740.0,9867.0,E74.0,Disease
439849,Autosomal recessive severe congenital neutropenia,,Autosomal recessive,3,0,5.0,,28226.0,,Category
439897,Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome,Antenatal,Autosomal recessive,1,9,7.0,616258.0,14552.0,Q87.8,Malformation syndrome
439881,Plastic bronchitis,All ages,,3,4,5.0,,18597.0,J98.0,Particular clinical situation in a disease or syndrome
440402,Interstitial lung disease due to ABCA3 deficiency,"Childhood, Infancy, Neonatal",Autosomal recessive,1,8,7.0,610921.0,12582.0,J84.8,Disease
440354,Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,,18601.0,Q87.5,Malformation syndrome
440392,Interstitial lung disease due to SP-C deficiency,"Adolescent, Adult, Childhood, Infancy, Neonatal",Autosomal dominant,2,8,7.0,610913.0,18603.0,J84.8,Disease
